,Bedrooms,Bathrooms,Furnishing,Area,Price,Locality,Parking,Power,Pool,Security
367,2,2,NaN,788," 8,500        ",Malkajgiri,0,1,0,0
368,2,2,NaN,450," 10,000        ",Kukatpally,0,1,0,0
369,3,2,NaN,1296," 32,000        ",Manikonda,0,1,0,0
370,2,2,NaN,943," 10,000        ",Shamshabad,0,1,0,0
371,3,2,Fully Furnished,975," 45,000        ",Banjara Hills,0,1,0,0
372,3,3,Semi Furnished,1227," 25,000        ",Gachibowli,0,0,0,0
373,3,3,Semi Furnished,1227," 25,000        ",Gachibowli,0,0,0,0
374,2,2,NaN,919," 15,000        ",Kukatpally,0,0,0,0
375,3,3,Semi Furnished,1244," 30,000        ",Kukatpally,1,0,0,0
376,1,1,Semi Furnished,583," 6,500        ",Beeramguda,0,1,0,0
377,1,1,NaN,N/A,          Call For Price        ,Chandrayangutta,0,1,0,0
378,2,1,NaN,900," 15,000        ",Moosapet,0,1,0,0
379,1,1,Not Furnished,450," 10,000        ",Dilsukhnagar,0,0,0,0
380,2,2,Family Furnished,720," 16,500        ",Gudimalkapur,0,1,0,0
381,1,1,NaN,1875," 9,000        ",Rama Rao Nagar,0,1,0,0
382,2,2,NaN,900," 10,000        ",APHB Colony-Moula Ali,0,1,0,0
383,2,2,Semi Furnished,800," 9,000        ",Moula Ali,0,0,0,0
384,1,1,NaN,365," 9,500        ",Chanda Nagar,0,1,0,0
385,2,2,NaN,600," 9,000        ",Pragathi Nagar-Kukatpally,0,1,0,0
386,2,2,NaN,863," 11,000        ",Pragathi Nagar Road,0,1,0,0
387,2,2,Semi Furnished,825," 9,000        ",Madhapur,0,0,0,0
388,3,3,Semi Furnished,1488," 51,500        ",Narsingi,0,0,0,0
389,3,3,Semi Furnished,2100," 60,000        ",Kokapet,0,1,0,0
390,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
391,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
392,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
393,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
394,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
395,3,3,Semi Furnished,2100," 60,000        ",Kokapet,0,1,0,0
396,2,2,Semi Furnished,1023," 30,000        ",Gachibowli,0,1,0,0
397,2,2,NaN,825," 9,000        ",Bowenpally,0,1,0,0
398,2,2,NaN,N/A,          Call For Price        ,Miyapur,0,1,0,0
399,2,2,NaN,375," 7,500        ",Lothukunta,0,1,0,0
400,2,2,NaN,375," 7,500        ",Lothukunta,0,1,0,0
401,2,2,NaN,375," 7,500        ",Lothukunta,0,1,0,0
402,2,2,NaN,807," 15,000        ",Pragathi Nagar-Kukatpally,0,1,0,0
403,1,1,NaN,650," 7,500        ",Mehdipatnam,0,0,0,0
404,2,2,NaN,900," 11,000        ",Alwal,0,0,0,0
405,2,2,NaN,1080," 13,000        ",Upparpalli,0,0,0,0
406,2,2,Semi Furnished,1125," 15,000        ",Nizampet Road,0,1,0,0
407,3,3,NaN,1200," 20,000        ",Kondapur,0,1,0,0
408,1,1,Semi Furnished,413," 5,000        ",Rampally,0,1,0,0
409,3,3,NaN,1080," 15,000        ",Alkapuri Colony,0,0,0,0
410,1,1,NaN,550," 6,000        ",Karmanghat,0,0,0,0
411,2,2,NaN,900," 11,500        ",Serilingampally,0,0,0,0
412,1,1,Not Furnished,750," 6,000        ",Chengicherla,0,0,0,0
413,2,2,NaN,758," 10,500        ",Madinaguda,0,0,0,0
414,1,1,NaN,50," 5,000        ",Sainikpuri,0,0,0,0
415,2,1,NaN,1125," 17,000        ",Allwyn Colony,0,0,0,0
416,2,2,Not Furnished,131," 25,000        ",Rajendra Nagar,0,0,0,0
417,2,2,NaN,900," 11,500        ",Serilingampally,0,0,0,0
418,2,2,NaN,900," 11,500        ",Serilingampally,0,0,0,0
419,2,2,Semi Furnished,855," 15,000        ",Nizampet Road,0,0,0,0
420,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
421,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
422,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
423,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
424,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
425,3,3,NaN,1700," 20,000        ",Sainikpuri,0,0,0,0
426,2,2,NaN,900," 15,000        ",Moula Ali,0,0,0,0
427,2,2,NaN,750," 7,000        ",Uppal,0,1,0,0
428,2,2,NaN,750," 10,000        ",Darulshifa,0,1,0,0
429,2,2,Semi Furnished,750," 15,000        ",Kukatpally,0,0,0,0
430,2,2,NaN,900," 10,000        ",APHB Colony-Moula Ali,0,0,0,0
431,2,2,NaN,750," 7,000        ",Uppal,0,1,0,0
432,2,2,NaN,825," 12,500        ",Ayodhya Nagar Colony-Mehdipatnam,0,1,0,0
433,2,2,NaN,1125," 9,500        ",Medchal,0,1,0,0
434,2,2,Semi Furnished,675," 12,000        ",Madinaguda,0,1,0,0
435,2,2,NaN,750," 11,000        ",Tolichowki,0,0,0,0
436,1,1,Not Furnished,338," 6,500        ",Gajularamaram,0,0,0,0
437,2,2,Not Furnished,668," 10,000        ",Ameenpur,0,0,0,0
438,1,1,NaN,1875," 9,000        ",Rama Rao Nagar,0,0,0,0
439,3,3,Semi Furnished,1050," 28,500        ",Lakdi ka pul,0,0,0,0
440,2,2,Not Furnished,56," 5,499        ",Kishan Bagh,0,0,0,0
441,2,2,Not Furnished,825," 12,500        ",Bachupally,0,0,0,0
442,2,2,NaN,900," 14,000        ",Chanda Nagar,0,1,0,0
443,1,1,Semi Furnished,600," 13,000        ",Erragadda,0,0,0,0
444,2,2,Fully Furnished,675," 6,500        ",Aditya Nagar-Gurram Guda,0,0,0,0
445,2,2,NaN,731," 8,500        ",Buddha Nagar,0,1,0,0
446,2,2,Semi Furnished,900," 14,500        ",Chanda Nagar,0,0,0,0
447,1,1,Not Furnished,675," 9,000        ",Moti Nagar,0,0,0,0
448,2,2,Not Furnished,750," 12,000        ",Appa Junction,0,0,0,0
449,2,1,NaN,1485," 28,000        ",Kondapur,0,0,0,0
450,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
451,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
452,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
453,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
454,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
455,2,2,NaN,1125," 7,000        ",Gurram Guda,0,0,0,0
456,2,2,NaN,900," 15,000        ",Moula Ali,0,0,0,0
457,2,2,NaN,750," 10,000        ",Darulshifa,0,1,0,0
458,2,2,NaN,750," 7,000        ",Uppal,0,1,0,0
459,2,2,NaN,900," 10,000        ",APHB Colony-Moula Ali,0,0,0,0
460,2,2,NaN,750," 7,000        ",Uppal,0,1,0,0
461,2,2,Semi Furnished,750," 15,000        ",Kukatpally,0,0,0,0
462,2,2,NaN,900," 13,500        ",New Bolarum,0,1,0,0
463,2,2,Semi Furnished,713," 15,000        ",Kushaiguda,0,0,0,0
464,4,4,Semi Furnished,1519," 20,000        ",Bachupally,0,1,0,0
465,3,3,NaN,1151," 25,000        ",Malkajgiri,0,0,0,0
466,2,2,NaN,1125," 12,000        ",Dammaiguda,0,1,0,0
467,2,2,Semi Furnished,975," 10,000        ",Attapur,0,1,0,0
468,2,2,NaN,683," 7,800        ",Bandlaguda Jagir,0,1,0,0
469,2,2,NaN,750," 13,000        ",Alkapur Township,0,0,0,0
470,2,2,NaN,675," 12,000        ",Tarnaka,0,1,0,0
471,3,2,Fully Furnished,N/A,          Call For Price        ,Badangpet,0,1,0,0
472,3,3,Fully Furnished,1450," 37,000        ",Kukatpally,0,0,0,0
473,2,2,Semi Furnished,750," 15,000        ",Madinaguda,0,0,0,0
474,2,2,Fully Furnished,803," 12,500        ",Miyapur,0,0,0,0
475,2,3,NaN,1500," 33,000        ",Masab Tank,0,1,0,0
476,2,2,Not Furnished,975," 9,000        ",Medipalli,0,0,0,0
477,3,3,NaN,1066," 19,000        ",HMT Officers Colony,0,0,0,0
478,3,3,Fully Furnished,1575," 21,000        ",Jeedimetla,0,0,0,0
479,3,3,NaN,1459," 42,000        ",Kokapet,0,1,0,0
480,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
481,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
482,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
483,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
484,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
485,1,1,Fully Furnished,488," 10,000        ",Chanda Nagar,0,0,0,0
486,2,2,Semi Furnished,581," 13,500        ",Sanath Nagar,0,0,0,0
487,1,1,NaN,300," 6,500        ",Kukatpally,0,0,0,0
488,2,2,NaN,825," 9,000        ",Uppal,0,1,0,0
489,2,1,Semi Furnished,900," 12,500        ",Old Bowenpally,0,1,0,0
490,2,2,Semi Furnished,581," 13,500        ",Sanath Nagar,0,0,0,0
491,2,2,NaN,N/A,          Call For Price        ,Kukatpally,0,1,0,0
492,3,2,Semi Furnished,1200," 22,000        ",Serilingampally,0,0,0,0
493,2,2,Semi-Furnished Furnished,1000," 9,000        ",Beeramguda,0,0,0,0
494,2,2,Preference Furnished,980," 7,500        ",Beeramguda,0,0,0,0
495,2,2,Not Furnished,760," 16,000        ",Ram Nagar,0,0,0,0
496,2,2,NaN,900," 15,000        ",Moula Ali,0,0,0,0
497,2,2,NaN,962," 48,000        ",Nanakramguda,0,1,0,0
498,3,3,NaN,1125," 27,000        ",Leelanagar,0,0,0,0
499,1,1,NaN,N/A,          Call For Price        ,Kukatpally,0,0,0,0
500,2,2,NaN,1050," 10,500        ",Boduppal,0,0,0,0
501,3,2,NaN,1264," 25,000        ",Puppalaguda,0,1,0,0
502,3,2,Semi Furnished,800," 15,000        ",Farooq Nagar,0,0,0,0
503,3,-,Semi Furnished,N/A,          Call For Price        ,Himayat Nagar,0,0,0,0
504,2,2,NaN,690," 9,000        ",Isnapur,0,0,0,0
505,2,2,NaN,693," 10,000        ",Secunderabad,0,0,0,0
506,3,2,Semi Furnished,2000," 15,500        ",Miyapur,0,1,0,0
507,2,2,Semi Furnished,750," 12,000        ",Maheshwaram,0,1,0,0
508,2,2,Semi Furnished,901," 19,000        ",Puppalaguda,1,0,0,0
509,3,3,NaN,1264," 25,000        ",Puppalaguda,0,0,0,0
510,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
511,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
512,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
513,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
514,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
515,3,3,NaN,1275," 22,000        ",Kondapur,0,1,0,0
516,3,3,NaN,1223," 22,000        ",Kondapur,0,1,0,0
517,2,2,NaN,638," 10,000        ",Athvelly,0,1,0,0
518,2,2,Fully Furnished,944," 28,000        ",Kukatpally,0,0,0,0
519,3,3,NaN,1018," 18,000        ",Kismatpur,0,0,0,0
520,2,2,Semi Furnished,1000," 12,000        ",Malkajgiri,0,1,0,0
521,2,2,NaN,825," 11,000        ",Basheer Bagh,0,1,0,0
522,2,2,Semi Furnished,825," 17,500        ",Kondapur,0,0,0,0
523,3,3,Semi Furnished,1875," 22,000        ",Kondapur,0,0,0,0
524,2,2,NaN,750," 13,000        ",Alkapur Township,0,1,0,0
525,3,3,NaN,1200," 25,000        ",Bowenpally,0,1,0,0
526,2,2,NaN,713," 8,500        ",Chandrayangutta,0,1,0,0
527,2,2,Semi Furnished,936," 12,000        ",Mallampet,0,0,0,0
528,1,1,NaN,450," 6,000        ",Adikmet,0,1,0,0
529,1,1,NaN,413," 10,000        ",Banjara Hills,0,0,0,0
530,1,1,NaN,413," 6,000        ",Abids,0,1,0,0
531,3,3,NaN,1406," 21,000        ",Manikonda,0,1,0,0
532,3,3,Semi Furnished,1075," 21,000        ",Manikonda,0,0,0,0
533,2,2,Semi Furnished,880," 12,000        ",Ameerpet,0,0,0,0
534,2,2,Semi Furnished,713," 11,000        ",Lingampally,0,1,0,0
535,1,1,NaN,915," 15,000        ",Puppalaguda,0,1,0,0
536,2,2,NaN,1125," 10,500        ",RC Reddy Colony,0,1,0,0
537,1,1,Semi Furnished,450," 9,000        ",HMT Swarnapuri Colony,0,0,0,0
538,3,2,NaN,1260," 25,000        ",Chanda Nagar,0,1,0,0
539,2,2,NaN,830," 14,000        ",Kompally,0,1,0,0
540,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
541,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
542,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
543,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
544,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
545,2,2,NaN,916," 19,000        ",Madinaguda,1,0,0,0
546,1,1,Semi Furnished,413," 5,000        ",Rampally,0,1,0,0
547,2,2,Fully Furnished,944," 24,000        ",Appa Junction,1,0,0,0
548,2,2,NaN,859," 20,000        ",Madinaguda,0,0,0,0
549,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
550,3,3,NaN,1250," 20,000        ",Miyapur,0,0,0,0
551,1,1,Not Furnished,450," 11,000        ",Kukatpally,0,0,0,0
552,2,2,Semi Furnished,938," 17,500        ",Padmanabha Nagar,0,0,0,0
553,2,2,Semi Furnished,758," 11,000        ",Uppal,0,0,0,0
554,3,3,NaN,1535," 30,000        ",Narsingi,0,0,0,0
555,2,2,Semi Furnished,900," 13,000        ",Manikonda,0,1,0,0
556,2,2,Fully Furnished,1050," 22,900        ",Miyapur,1,0,0,0
557,2,2,Semi Furnished,936," 15,000        ",Chanda Nagar,0,0,1,0
558,3,3,NaN,975," 18,000        ",Chanda Nagar,0,0,0,0
559,3,3,Semi Furnished,1370," 40,000        ",Narsingi,0,0,0,0
560,2,2,Semi Furnished,960," 10,000        ",Ameenpur,0,0,0,0
561,3,3,Semi Furnished,1320," 14,000        ",Bandlaguda Jagir,0,1,0,0
562,1,1,NaN,750," 8,000        ",Madhapur,0,0,0,0
563,1,1,NaN,488," 10,000        ",Madhapur,0,1,0,0
564,2,2,Semi Furnished,938," 20,000        ",Madhapur,0,1,0,0
565,2,2,Semi Furnished,863," 21,000        ",Madhapur,0,0,0,0
566,3,3,Semi Furnished,1406," 37,500        ",Narsingi,0,1,0,0
567,1,1,Unfurnished Furnished,320," 6,000        ",Sun City,0,0,0,0
568,3,2,NaN,1170," 17,000        ",Madinaguda,0,1,0,0
569,3,3,NaN,1350," 25,000        ",Kondapur,0,1,0,0
570,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
571,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
572,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
573,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
574,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
575,1,1,NaN,550," 10,500        ",Banjara Hills,0,0,0,0
576,2,3,Fully Furnished,1300," 35,000        ",Nallagandla,1,0,0,0
577,3,3,Fully Furnished,1591," 65,000        ",Financial District,0,0,0,0
578,3,2,NaN,1017," 16,000        ",Bollaram-Miyapur,0,1,0,0
579,2,2,NaN,375," 7,500        ",Lothukunta,0,1,0,0
580,3,2,NaN,1185," 17,000        ",Bachupally,0,1,0,0
581,3,2,Semi Furnished,1199," 30,000        ",Miyapur,0,1,0,0
582,3,3,Semi Furnished,1050," 7,500        ",Ghatkesar,0,1,0,0
583,2,2,NaN,750," 16,000        ",Masab Tank,0,0,0,0
584,2,2,NaN,1100," 16,000        ",Kapra,0,0,0,0
585,1,1,Semi Furnished,750," 14,000        ",Srinagar Colony-Yousufguda,0,1,0,0
586,1,1,NaN,600," 9,500        ",Shaikpet,0,1,0,0
587,3,3,Semi Furnished,1200," 11,500        ",Kowkur,0,1,0,0
588,3,3,Semi Furnished,1200," 11,500        ",Kowkur,0,1,0,0
589,1,1,Semi Furnished,323," 8,000        ",Chanda Nagar,0,1,0,0
590,2,2,Semi Furnished,825," 9,000        ",Miyapur,0,1,0,0
591,2,2,Semi Furnished,956," 26,000        ",Nallagandla,0,1,0,0
592,3,3,NaN,1125," 20,000        ",Old Bowenpally,0,1,0,0
593,2,2,Semi Furnished,825," 9,000        ",Miyapur,0,1,0,0
594,4,5,NaN,3750," 5,000        ",Pocharam,0,0,0,0
595,2,2,Semi Furnished,1062," 15,000        ",Nizampet,0,1,0,0
596,2,2,NaN,675," 10,000        ",New Hema Nagar Colony,0,1,0,0
597,2,2,NaN,825," 12,500        ",Ayodhya Nagar Colony-Mehdipatnam,0,1,0,0
598,1,1,NaN,450," 6,000        ",Adikmet,0,1,0,0
599,2,2,Semi Furnished,1023," 30,000        ",Gachibowli,0,1,0,0
600,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
601,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
602,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
603,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
604,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
605,2,2,NaN,683," 7,800        ",Bandlaguda Jagir,0,1,0,0
606,2,2,Not Furnished,1050," 8,500        ",Beeramguda,0,0,0,0
607,2,2,Semi Furnished,675," 12,000        ",Madinaguda,0,0,0,0
608,3,3,NaN,1700," 20,000        ",Sainikpuri,0,0,0,0
609,2,2,Semi Furnished,563," 22,000        ",Himayat Nagar,0,0,0,0
610,1,2,NaN,825," 12,500        ",Attapur,0,1,0,0
611,2,2,Not Furnished,825," 14,000        ",Tolichowki,0,0,0,0
612,3,3,Semi Furnished,1013," 23,000        ",Ameerpet,0,0,0,0
613,1,1,NaN,1125," 8,000        ",Old Safilguda,0,0,0,0
614,2,2,NaN,1013," 14,000        ",Chanda Nagar,0,1,0,0
615,2,2,Semi Furnished,941," 18,000        ",Nallagandla,0,0,0,0
616,2,2,NaN,750," 10,500        ",Puppalaguda,0,0,0,0
617,1,1,Not Furnished,101," 4,200        ",Ambedkar Nagar-Nadergul,0,0,0,0
618,2,2,NaN,1125," 12,000        ",Dammaiguda,0,0,0,0
619,2,2,Semi Furnished,975," 28,000        ",Chanda Nagar,0,1,0,0
620,2,2,Semi Furnished,918," 18,000        ",Miyapur,0,0,0,0
621,1,2,Semi Furnished,600," 12,000        ",Musheerabad,0,1,0,0
622,2,2,Semi Furnished,626," 15,000        ",Sainikpuri,0,0,0,0
623,4,4,Semi Furnished,1519," 20,000        ",Bachupally,0,1,0,0
624,2,2,Semi Furnished,859," 18,000        ",Madinaguda,0,0,0,0
625,3,3,NaN,2625," 16,000        ",Falaknuma,0,0,0,0
626,2,2,NaN,600," 6,800        ",Shastripuram Colony,0,0,0,0
627,2,2,NaN,1125," 12,000        ",Nizampet,0,1,0,0
628,2,2,NaN,1125," 12,000        ",Nizampet,0,1,0,0
629,2,2,NaN,927," 23,000        ",Himayath Nagar,0,0,0,0
630,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
631,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
632,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
633,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
634,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
635,3,3,NaN,600," 28,000        ",Toli Chowki,0,0,0,0
636,3,3,NaN,2625," 16,000        ",Falaknuma,0,0,0,0
637,2,2,NaN,927," 23,000        ",Himayath Nagar,0,0,0,0
638,2,2,NaN,927," 23,000        ",Himayath Nagar,0,0,0,0
639,2,2,NaN,600," 6,800        ",Shastripuram Colony,0,0,0,0
640,2,2,NaN,638," 10,000        ",Hayathnagar Khalsa,0,0,0,0
641,3,3,NaN,600," 28,000        ",Toli Chowki,0,0,0,0
642,2,2,NaN,675," 15,000        ",Pragathi Nagar,0,0,0,0
643,2,2,Semi Furnished,638," 10,000        ",Kukatpally,0,0,0,0
644,3,2,NaN,906," 11,500        ",Nagaram,0,0,0,0
645,3,2,Fully Furnished,1650," 42,000        ",Madinaguda,0,1,0,0
646,1,1,NaN,150," 4,000        ",Bagh Lingampally,0,1,0,0
647,3,3,NaN,1988," 20,000        ",Narapally,0,1,0,0
648,2,2,NaN,750," 10,500        ",Allwyn Colony,0,0,0,0
649,3,2,NaN,1056," 15,000        ",Pocharam,0,1,0,0
650,1,1,Not Furnished,450," 8,000        ",Masab Tank,0,0,0,0
651,1,1,Not Furnished,225," 6,000        ",Amberpet,0,0,0,0
652,1,1,NaN,900," 10,000        ",Upperpally,0,0,0,0
653,3,3,NaN,1200," 15,000        ",Asif Nagar,0,0,0,0
654,1,1,Not Furnished,413," 8,000        ",Yella Reddy Guda-Yousufguda,0,0,0,0
655,2,2,Not Furnished,975," 9,000        ",Medipalli,0,0,0,0
656,1,1,Semi Furnished,300," 8,000        ",Banjara Hills,0,0,0,0
657,3,3,NaN,1200," 15,000        ",Asif Nagar,0,0,0,0
658,2,2,Semi Furnished,990," 25,000        ",Kokapet,0,0,0,0
659,2,2,NaN,938," 13,000        ",Green Hills Colony-LB Nagar,0,1,0,0
660,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
661,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
662,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
663,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
664,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
665,2,2,Semi Furnished,825," 15,000        ",NTR Nagar-LB Nagar,0,1,0,0
666,2,2,NaN,1700," 15,000        ",Gajularamaram,0,0,0,0
667,3,3,NaN,1350," 16,000        ",Mayuri Nagar,0,0,0,0
668,2,2,Fully Furnished,150," 8,000        ",Erragada,0,0,0,0
669,2,2,NaN,750," 6,500        ",Toli Chowki,0,1,0,0
670,1,1,Semi Furnished,600," 7,000        ",KPHB Phase 3,0,0,0,0
671,3,2,NaN,1350," 50,000        ",Mohan Nagar,0,1,0,0
672,2,2,Semi Furnished,950," 15,000        ",Chanda Nagar,0,1,0,0
673,1,1,Men Furnished,263," 12,000        ",KPHB Phase 1,0,0,0,0
674,2,2,Family Furnished,960," 15,000        ",Beeramguda,0,1,0,0
675,1,1,Not Furnished,150," 8,000        ",Sri Ram Nagar,0,0,0,0
676,2,2,NaN,1016," 25,000        ",Hitech City Road,0,1,0,0
677,2,2,Semi Furnished,750," 12,000        ",Maheshwaram,0,1,0,0
678,2,2,NaN,1275," 15,000        ",LB Nagar,0,1,0,0
679,2,2,NaN,750," 8,500        ",Malakpet,0,1,0,0
680,2,2,NaN,750," 12,000        ",Appa Junction,0,1,0,0
681,3,2,Semi Furnished,1241," 30,000        ",Gachibowli,0,1,0,0
682,2,2,Semi Furnished,1050," 15,000        ",Chanda Nagar,0,0,0,0
683,3,2,NaN,1433," 28,000        ",Miyapur,0,1,0,0
684,2,2,NaN,600," 12,000        ",Yellamma Banda,0,1,0,0
685,1,1,Semi Furnished,323," 8,000        ",Chanda Nagar,0,0,0,0
686,2,2,NaN,825," 13,000        ",Moula Ali,0,0,0,0
687,1,1,Semi Furnished,825," 12,000        ",Lingampally,0,0,0,0
688,3,2,Semi Furnished,1080," 26,000        ",Narayanguda,0,1,0,0
689,3,2,Semi Furnished,1196," 30,000        ",Gachibowli,1,0,0,0
690,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
691,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
692,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
693,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
694,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
695,2,2,Semi Furnished,1200," 6,000        ",KPHB Phase 1,0,0,0,0
696,3,3,Semi Furnished,1316," 35,000        ",Gachibowli,1,0,0,0
697,3,3,Fully Furnished,1335," 40,000        ",Sainikpuri,0,0,0,0
698,1,1,NaN,529," 9,500        ",Tarnaka,0,1,0,0
699,2,2,NaN,668," 12,000        ",Miyapur,0,1,0,0
700,2,2,Fully Furnished,900," 23,000        ",Kukatpally,0,1,0,0
701,2,2,NaN,900," 8,000        ",Sainikpuri,0,1,0,0
702,3,3,Semi Furnished,1526," 33,000        ",Gachibowli,0,1,0,0
703,3,3,Semi Furnished,1320," 14,000        ",Bandlaguda Jagir,0,1,0,0
704,2,2,NaN,600," 9,000        ",Pragathi Nagar-Kukatpally,0,1,0,0
705,2,2,Semi Furnished,1054," 35,000        ",Hi Tech City,0,0,0,0
706,3,2,Semi Furnished,1136," 27,000        ",Kokapet,0,0,0,0
707,2,2,NaN,750," 15,000        ",Deepthisri Nagar,0,0,0,0
708,3,3,Semi Furnished,975," 5,500        ",Nizampet,0,0,0,0
709,1,1,Semi Furnished,525," 8,000        ",Bandlaguda Jagir,0,0,0,0
710,2,2,Semi Furnished,968," 13,000        ",Bachupally,0,0,0,0
711,2,2,Fully Furnished,975," 23,000        ",Kondapur,0,1,0,0
712,3,3,NaN,1875," 50,000        ",Madhapur,0,0,0,0
713,2,2,Semi Furnished,825," 11,500        ",Madinaguda,0,0,0,0
714,3,3,Semi Furnished,1460," 30,000        ",Madhapur,0,0,0,0
715,2,2,Semi Furnished,668," 15,000        ",Sainikpuri,0,0,0,0
716,2,2,Fully Furnished,866," 6,000        ",Attapur,0,0,0,0
717,3,3,Fully Furnished,986," 35,000        ",Toli Chowki,0,0,0,0
718,3,3,Fully Furnished,2250," 75,000        ",Nanakramguda,0,1,0,0
719,1,1,Family Furnished,520," 7,000        ",Saidabad,0,0,0,0
720,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
721,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
722,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
723,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
724,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
725,3,3,Semi Furnished,1350," 18,000        ",Kukatpally,0,0,0,0
726,3,3,Semi Furnished,1750," 30,000        ",Kondapur,1,0,0,0
727,1,1,NaN,450," 6,000        ",Karmanghat,0,1,0,0
728,3,2,Semi Furnished,1118," 22,000        ",Miyapur,0,1,0,0
729,1,1,NaN,525," 6,500        ",Kukatpally,0,1,0,0
730,3,2,Semi Furnished,1180," 20,000        ",Nagole,1,0,0,0
731,3,3,Not Furnished,1125," 15,000        ",Rethibowli,0,0,0,0
732,3,3,Semi Furnished,1440," 23,000        ",Appa Junction,1,0,0,0
733,2,2,Semi Furnished,1125," 20,000        ",Narsingi,0,1,0,0
734,2,2,NaN,900," 15,000        ",Manikonda,0,1,0,0
735,3,2,Fully Furnished,975," 45,000        ",Banjara Hills,0,0,0,0
736,2,2,Semi Furnished,928," 22,000        ",Gachibowli,1,0,0,0
737,1,1,Semi Furnished,510," 9,000        ",Madhapur,0,1,0,0
738,2,2,Fully Furnished,900," 27,000        ",Madhapur,0,1,0,0
